StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
VIC,209,Deakin,28344,CLARK,Tony,4,N,N,ALP,Australian Labor Party,31013,2323,149,1680,4839,40004,-2.5
VIC,210,Dunkley,28910,CREWTHER,Chris,3,Y,N,LP,Liberal,34343,1714,114,2235,7519,45925,-4.14
VIC,210,Dunkley,28252,MURPHY,Peta,5,N,N,ALP,Australian Labor Party,33953,2079,182,1832,5322,43368,4.14
VIC,211,Flinders,28316,GLEIXNER,Carolyn,4,N,N,ALP,Australian Labor Party,34723,2087,123,2282,3676,42891,4.04
VIC,211,Flinders,28870,HUNT,Greg,5,Y,Y,LP,Liberal,45571,2342,131,3473,7166,58683,-4.04
VIC,212,Gellibrand,28240,WATTS,Tim,2,Y,Y,ALP,Australian Labor Party,51884,2911,425,2908,4932,63060,1.7
VIC,212,Gellibrand,28891,WILLIS,Ben,3,N,N,LP,Liberal,23333,1358,154,1557,2955,29357,-1.7
VIC,213,Gippsland,28238,BHATTI,Shashi,3,N,N,ALP,Australian Labor Party,24675,861,102,1231,1317,28186,-2.59
VIC,213,Gippsland,28404,CHESTER,Darren,7,Y,Y,NP,The Nationals,54500,1088,128,2542,2848,61106,2.59
VIC,214,Goldstein,28949,WILSON,Tim,5,Y,N,LP,Liberal,44029,2352,172,2606,9469,58628,1.65
VIC,214,Goldstein,28239,COOTE,Matthew Ross,6,N,N,ALP,Australian Labor Party,27049,2047,109,1689,4018,34912,-1.65
VIC,309,Gorton,28274,O'CONNOR,Brendan,1,Y,Y,ALP,Australian Labor Party,56324,2806,539,2691,5775,68135,3.33
VIC,309,Gorton,28889,LANG,Daryl,2,N,N,LP,Liberal,24175,1175,188,1338,3094,29970,-3.33
VIC,215,Higgins,28979,O'DWYER,Kelly,3,Y,Y,LP,Liberal,37538,2884,208,3089,8640,52359,57.99
VIC,215,Higgins,28146,BALL,Jason,4,N,N,GRN,The Greens,28359,2735,191,2597,4050,37932,42.01
VIC,216,Holt,28259,BYRNE,Anthony,2,Y,Y,ALP,Australian Labor Party,51260,3435,461,1583,7190,63929,5.08
VIC,216,Holt,28935,MATHIAS,James,5,N,N,LP,Liberal,28100,1758,135,1051,4657,35701,-5.08
VIC,217,Hotham,28908,HUA,George,1,N,N,LP,Liberal,29228,1812,173,1484,4363,37060,-0.21
VIC,217,Hotham,28263,O'NEIL,Clare,3,Y,Y,ALP,Australian Labor Party,40233,2608,266,1687,5310,50104,0.21
VIC,218,Indi,28963,MIRABELLA,Sophie,2,N,N,LP,Liberal,34257,780,81,1835,3763,40716,-4.58
VIC,218,Indi,23288,McGOWAN,Cathy,5,Y,Y,IND,Independent,41201,1203,74,2219,4724,49421,4.58
VIC,219,Isaacs,28269,DREYFUS,Mark,2,Y,Y,ALP,Australian Labor Party,41474,3261,246,1994,4563,51538,1.87
VIC,219,Isaacs,28932,SPENCER,Garry,3,N,N,LP,Liberal,32993,1979,142,1831,3987,40932,-1.87
VIC,220,Jagajaga,28255,MACKLIN,Jenny,1,Y,Y,ALP,Australian Labor Party,40532,2641,155,2162,5046,50536,1.54
VIC,220,Jagajaga,28892,MULHOLLAND,David,3,N,N,LP,Liberal,34073,1723,107,1717,4274,41894,-1.54
VIC,221,Kooyong,28953,FRYDENBERG,Josh,2,Y,Y,LP,Liberal,41349,2721,147,2869,9921,57007,2.28
VIC,221,Kooyong,28288,D'ARCY,Marg,3,N,N,ALP,Australian Labor Party,24703,2066,113,1888,4226,32996,-2.28
VIC,223,La Trobe,28258,CURTIS,Simon,4,N,N,ALP,Australian Labor Party,34647,2727,183,1817,5574,44948,2.55
VIC,223,La Trobe,28893,WOOD,Jason,7,Y,Y,LP,Liberal,35805,2101,146,1881,7716,47649,-2.55
VIC,222,Lalor,28268,RYAN,Joanne,2,Y,Y,ALP,Australian Labor Party,56638,2597,357,2209,5930,67731,1.28
VIC,222,Lalor,29041,MURPHY,Gayle,3,N,N,LP,Liberal,32061,1270,137,1517,4044,39029,-1.28
VIC,224,Mallee,28415,BROAD,Andrew,1,Y,Y,NP,The Nationals,54944,1344,121,2512,3462,62383,-2.34
VIC,224,Mallee,28284,SENIOR,Lydia,3,N,N,ALP,Australian Labor Party,21901,811,64,1092,1215,25083,2.34
VIC,225,Maribyrnong,29015,HATZAKORTZIAN,Ted,1,N,N,LP,Liberal,27217,1743,167,2006,4236,35369,-0.92
VIC,225,Maribyrnong,28262,SHORTEN,Bill,3,Y,Y,ALP,Australian Labor Party,45543,3128,380,3048,6366,58465,0.92
VIC,226,McEwen,28289,MITCHELL,Rob,1,Y,Y,ALP,Australian Labor Party,52747,3418,319,2859,6139,65482,7.7
VIC,226,McEwen,28912,JERMYN,Chris,4,N,N,LP,Liberal,37569,2068,164,2232,5685,47718,-7.7
VIC,227,McMillan,28261,BUCKINGHAM,Chris,7,N,N,ALP,Australian Labor Party,36675,1960,173,1876,3694,44378,5.8
VIC,227,McMillan,28897,BROADBENT,Russell,8,Y,Y,LP,Liberal,46197,1731,151,2464,6000,56543,-5.8
VIC,228,Melbourne,28926,LIU,Le,3,N,N,LP,Liberal,20899,2692,214,2261,3742,29808,31.52
VIC,228,Melbourne,28125,BANDT,Adam,5,Y,Y,GRN,The Greens,48451,5170,467,4499,6184,64771,68.48
VIC,230,Melbourne Ports,28930,GUEST,Owen,2,N,N,LP,Liberal,28106,3147,153,2274,7556,41236,2.18
VIC,230,Melbourne Ports,28267,DANBY,Michael,4,Y,Y,ALP,Australian Labor Party,31472,3338,221,2408,6134,43573,-2.18
VIC,229,Menzies,29161,ANDREWS,Kevin,4,Y,Y,LP,Liberal,40112,2205,126,2026,8373,52842,-3.89
VIC,229,Menzies,28295,RUNDELL,Adam,6,N,N,ALP,Australian Labor Party,27287,1732,103,1254,4039,34415,3.89
VIC,231,Murray,28406,DRUM,Damian,1,Y,N,NP,The Nationals,41434,1452,144,2031,3466,48527,55.13
VIC,231,Murray,28894,MCGAUCHIE,Duncan,4,N,N,LP,Liberal,32995,1120,95,1876,3403,39489,44.87
VIC,232,Scullin,28243,GILES,Andrew,1,Y,Y,ALP,Australian Labor Party,51593,2984,336,2288,7168,64369,2.93
VIC,232,Scullin,28898,STOCKMAN,Melanie,3,N,N,LP,Liberal,24119,1600,118,1687,3785,31309,-2.93
VIC,233,Wannon,28242,BARLING,Michael David,1,N,N,ALP,Australian Labor Party,31010,1299,89,1782,2450,36630,1.11
VIC,233,Wannon,28918,TEHAN,Dan,3,Y,Y,LP,Liberal,43426,1337,76,2923,4863,52625,-1.11
VIC,234,Wills,28100,RATNAM,Samantha,4,N,N,GRN,The Greens,32131,3134,161,3107,3929,42462,10.32
VIC,234,Wills,28253,KHALIL,Peter,10,Y,N,ALP,Australian Labor Party,41269,2387,186,2331,5473,51646,-10.32
WA,235,Brand,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,41614,2677,294,2020,3597,50202,7.72
WA,235,Brand,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,25138,1757,125,1685,2811,31516,-7.72
WA,317,Burt,28756,KEOGH,Matt,1,Y,N,ALP,Australian Labor Party,39809,2834,341,1546,3647,48177,13.2
WA,317,Burt,28781,O'SULLIVAN,Matt,3,N,N,LP,Liberal,29285,1944,191,1479,3282,36181,-13.2
WA,236,Canning,29032,WINMAR,Barry,4,N,N,ALP,Australian Labor Party,29642,2548,163,1465,2689,36507,4.56
WA,236,Canning,29036,HASTIE,Andrew,5,Y,Y,LP,Liberal,38313,2768,157,2232,4517,47987,-4.56
WA,237,Cowan,28745,SIMPKINS,Luke,1,N,Y,LP,Liberal,31923,2963,154,1996,3159,40195,-5.2
WA,237,Cowan,28727,ALY,Anne,7,Y,N,ALP,Australian Labor Party,33410,3104,192,1938,2657,41301,5.2
WA,238,Curtin,28708,CALLANAN,Melissa,3,N,N,ALP,Australian Labor Party,19321,1905,160,1547,2200,25133,-2.48
WA,238,Curtin,28746,BISHOP,Julie,5,Y,Y,LP,Liberal,47396,3307,234,3416,6278,60631,2.48
WA,312,Durack,28513,MARTIN,Carol,2,N,N,ALP,Australian Labor Party,25417,1637,117,1153,1542,29866,3.98
WA,312,Durack,28566,PRICE,Melissa,5,Y,Y,LP,Liberal,38494,2506,131,1675,4017,46823,-3.98
WA,239,Forrest,28560,MARINO,Nola,5,Y,Y,LP,Liberal,44551,2665,153,1872,3740,52981,-1.25
WA,239,Forrest,28556,LOUD,Lorrae,7,N,N,ALP,Australian Labor Party,27248,1599,105,1075,1683,31710,1.25
WA,240,Fremantle,28779,KELLY,Pierrette,4,N,N,LP,Liberal,28678,2561,92,1592,3132,36055,-2.12
WA,240,Fremantle,28752,WILSON,Josh,5,Y,N,ALP,Australian Labor Party,40303,2917,186,1652,3763,48821,2.12
WA,305,Hasluck,28749,WYATT,Ken,1,Y,Y,LP,Liberal,33133,3190,213,1924,3834,42294,-3.97
WA,305,Hasluck,28719,LEADBETTER,Bill,3,N,N,ALP,Australian Labor Party,30797,3532,289,1668,2671,38957,3.97
WA,242,Moore,28720,GOODENOUGH,Ian,1,Y,Y,LP,Liberal,44144,2902,163,2138,4069,53416,-1.42
WA,242,Moore,28712,WALKER,Tony,4,N,N,ALP,Australian Labor Party,28308,2246,126,1209,2240,34129,1.42
WA,243,O'Connor,28941,WILSON,Rick,1,Y,Y,LP,Liberal,47181,3283,139,1854,4086,56543,-0.38
WA,243,O'Connor,28934,FORD,Jon,4,N,N,ALP,Australian Labor Party,25688,1875,101,1046,1681,30391,0.38
WA,244,Pearce,28700,PORTER,Christian,1,Y,Y,LP,Liberal,36695,3848,255,1823,4051,46672,-5.68
WA,244,Pearce,28681,FRENCH,Thomas,2,N,N,ALP,Australian Labor Party,32003,3751,277,1459,2870,40360,5.68
WA,245,Perth,28755,QUINN,Jeremy,1,N,N,LP,Liberal,30793,2672,203,1734,3627,39029,-1.15
WA,245,Perth,28724,HAMMOND,Tim,3,Y,N,ALP,Australian Labor Party,36007,3140,335,1738,3382,44602,1.15
WA,246,Stirling,28758,KEENAN,Michael,3,Y,Y,LP,Liberal,36796,3174,245,1795,4510,46520,-2.85
WA,246,Stirling,28731,PEARSON,Robert,6,N,N,ALP,Australian Labor Party,28957,3018,269,1162,2965,36371,2.85
WA,247,Swan,28739,SOLONEC,Tammy,3,N,N,ALP,Australian Labor Party,29277,3148,248,2312,2792,37777,3.75
WA,247,Swan,28766,IRONS,Steve,4,Y,Y,LP,Liberal,32889,3300,199,3132,4105,43625,-3.75
WA,248,Tangney,28742,BOSWELL,Marion,4,N,N,ALP,Australian Labor Party,25885,2153,154,1557,2787,32536,1.95
WA,248,Tangney,28771,MORTON,Ben,5,Y,N,LP,Liberal,41539,2561,158,2300,4471,51029,-1.95
