district_name,district_id,candidate_id,candidate_name,surname,first_name,party_code,ballot_order,votes
Surfers Paradise,80,385,"Blundell-Thornton, Josh",Blundell-Thornton,Josh,ALP,5,6544
Surfers Paradise,80,999,Informal,Informal,Informal,INF,999,605
Thuringowa,81,386,"Knuth, Jeffrey",Knuth,Jeffrey,ON,1,2161
Thuringowa,81,387,"Waters, Michael",Waters,Michael,FFP,2,617
Thuringowa,81,388,"Cox, Sam",Cox,Sam,LNP,3,9945
Thuringowa,81,389,"Thompson, Karen",Thompson,Karen,GRN,4,1028
Thuringowa,81,390,"Bell, Margaret",Bell,Margaret,IND,5,579
Thuringowa,81,391,"Ferguson, Ian",Ferguson,Ian,PUP,6,3407
Thuringowa,81,392,"Harper, Aaron",Harper,Aaron,ALP,7,11584
Thuringowa,81,999,Informal,Informal,Informal,INF,999,792
Toowoomba North,82,393,"Sands, John",Sands,John,FFP,1,871
Toowoomba North,82,394,"Watts, Trevor",Watts,Trevor,LNP,2,13932
Toowoomba North,82,395,"Keane, Greg",Keane,Greg,IND,3,347
Toowoomba North,82,396,"Sandhu, Mandeep",Sandhu,Mandeep,PUP,4,1578
Toowoomba North,82,397,"Shine, Kerry",Shine,Kerry,ALP,5,12166
Toowoomba North,82,398,"Gover, Ken",Gover,Ken,GRN,6,1430
Toowoomba North,82,399,"Elliott, Ken",Elliott,Ken,KAP,7,1050
Toowoomba North,82,999,Informal,Informal,Informal,INF,999,606
Toowoomba South,83,400,"McVeigh, John",McVeigh,John,LNP,1,16851
Toowoomba South,83,401,"Storey, Graham",Storey,Graham,ALP,2,10601
Toowoomba South,83,402,"Waters, Anne",Waters,Anne,GRN,3,3003
Toowoomba South,83,999,Informal,Informal,Informal,INF,999,767
Townsville,84,403,"Birrell, Alan",Birrell,Alan,PUP,1,2697
Townsville,84,404,"Hathaway, John",Hathaway,John,LNP,2,10130
Townsville,84,405,"Rissman, Leanne",Rissman,Leanne,ON,3,1079
Townsville,84,406,"Hamilton, Gail",Hamilton,Gail,GRN,4,2356
Townsville,84,407,"Punshon, Michael",Punshon,Michael,FFP,5,596
Townsville,84,408,"Stewart, Scott",Stewart,Scott,ALP,6,11267
Townsville,84,999,Informal,Informal,Informal,INF,999,613
Warrego,85,409,"Golden, Ruth",Golden,Ruth,IND,1,1663
Warrego,85,410,"Leahy, Ann",Leahy,Ann,LNP,2,13285
Warrego,85,411,"Sara, Guy",Sara,Guy,PUP,3,2179
Warrego,85,412,"O'Brien, Mark",O'Brien,Mark,ALP,4,6398
Warrego,85,413,"Bayley, Sandra",Bayley,Sandra,GRN,5,649
Warrego,85,999,Informal,Informal,Informal,INF,999,510
Waterford,86,414,"Smith, Ray",Smith,Ray,GRN,1,2537
Waterford,86,415,"Latter, Michael",Latter,Michael,LNP,2,9347
Waterford,86,416,"Hodges, Jeffrey",Hodges,Jeffrey,IND,3,1454
Waterford,86,417,"Dickson, Jason",Dickson,Jason,IND,4,876
Waterford,86,418,"Fentiman, Shannon",Fentiman,Shannon,ALP,5,15645
Waterford,86,999,Informal,Informal,Informal,INF,999,938
Whitsunday,87,419,"Costigan, Jason",Costigan,Jason,LNP,1,13474
Whitsunday,87,420,"Taha, Bronwyn",Taha,Bronwyn,ALP,2,11775
Whitsunday,87,421,"Stanton, Kylee",Stanton,Kylee,PUP,3,4047
Whitsunday,87,422,"Fontes, Tony",Fontes,Tony,GRN,4,1972
Whitsunday,87,423,"Van Blarcom, Dan",Van Blarcom,Dan,IND,5,997
Whitsunday,87,999,Informal,Informal,Informal,INF,999,695
Woodridge,88,424,"Palmer, Trevor",Palmer,Trevor,IND,1,1718
Woodridge,88,425,"Dick, Cameron",Dick,Cameron,ALP,2,16375
Woodridge,88,426,"Beard, Dave",Beard,Dave,IND,3,954
Woodridge,88,427,"Viliamu, Steve",Viliamu,Steve,LNP,4,5140
Woodridge,88,428,"Thomson, Scott",Thomson,Scott,GRN,5,1922
Woodridge,88,999,Informal,Informal,Informal,INF,999,951
Yeerongpilly,89,429,"Abukar, Leila",Abukar,Leila,LNP,1,9579
Yeerongpilly,89,430,"Walton, Georgina",Walton,Georgina,PUP,2,876
Yeerongpilly,89,431,"Judge, Carl",Judge,Carl,IND,3,1837
Yeerongpilly,89,432,"Bailey, Mark",Bailey,Mark,ALP,4,13148
Yeerongpilly,89,433,"Marshall-Pierce, Gillian",Marshall-Pierce,Gillian,GRN,5,5084
Yeerongpilly,89,999,Informal,Informal,Informal,INF,999,507
